Time,Tair_mean,Tfuel_mean,rhoAir_mean,rhoFuel_mean,nuAir_mean,nuFuel_mean,kAir_mean,kFuel_mean,Nern_max,ibar,Energy_t_mean,mean_curr,V
1249,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1250,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1251,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1252,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1253,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1254,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000,1092.406,5213.151,0.8789306
1255,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789306
1256,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000,1092.406,5213.151,0.8789306
1257,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1258,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789306
1259,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,5000.001,1092.406,5213.152,0.8789306
1260,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789306
1261,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,5000.001,1092.406,5213.152,0.8789306
1262,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789306
1263,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789306
1264,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789306
1265,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1266,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1267,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789306
1268,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1269,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1270,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1271,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1272,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1273,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1274,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1275,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1276,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1277,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1278,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000,1092.406,5213.151,0.8789306
1279,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789306
1280,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1281,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789306
1282,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1283,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,5000,1092.406,5213.151,0.8789306
1284,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1285,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061115,4999.999,1092.406,5213.15,0.8789306
1286,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789305
1287,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789305
1288,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1289,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1290,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1291,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.149,0.8789305
1292,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.15,0.8789305
1293,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.15,0.8789305
1294,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1295,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000,1092.406,5213.151,0.8789305
1296,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789305
1297,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789305
1298,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.002,1092.406,5213.153,0.8789305
1299,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789305
1300,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789306
1301,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789306
1302,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789306
1303,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.002,1092.406,5213.153,0.8789306
1304,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789306
1305,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.318512,1.061116,5000,1092.406,5213.152,0.8789306
1306,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000,1092.406,5213.151,0.8789306
1307,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000,1092.406,5213.151,0.8789306
1308,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.152,0.8789306
1309,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1310,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.152,0.8789306
1311,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1312,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1313,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789306
1314,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.151,0.8789306
1315,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789306
1316,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789306
1317,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789306
1318,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1319,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789306
1320,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000,1092.406,5213.151,0.8789306
1321,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000,1092.406,5213.151,0.8789306
1322,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.152,0.8789306
1323,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789306
1324,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789306
1325,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.001,1092.406,5213.153,0.8789306
1326,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789306
1327,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000,1092.406,5213.152,0.8789306
1328,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000,1092.406,5213.151,0.8789306
1329,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000,1092.406,5213.151,0.8789306
1330,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.151,0.8789306
1331,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1332,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1333,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1334,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1335,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1336,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000,1092.406,5213.151,0.8789305
1337,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1338,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
1339,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
1340,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.153,0.8789306
1341,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.001,1092.406,5213.153,0.8789306
1342,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789306
1343,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.001,1092.406,5213.153,0.8789306
1344,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000.001,1092.406,5213.153,0.8789306
1345,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789306
1346,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789306
1347,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1348,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1349,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789306
1350,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789306
1351,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789306
1352,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789306
1353,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.151,0.8789306
1354,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789306
1355,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789306
1356,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789306
1357,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1358,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1359,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1360,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1361,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789305
1362,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789305
1363,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.998,1092.406,5213.149,0.8789305
1364,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789305
1365,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1366,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
1367,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
1368,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789305
1369,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789305
1370,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789305
1371,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789306
1372,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.001,1092.406,5213.153,0.8789306
1373,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.318512,1.061116,5000.001,1092.406,5213.153,0.8789306
1374,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000,1092.406,5213.152,0.8789306
1375,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1376,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1377,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1378,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1379,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789306
1380,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000,1092.406,5213.151,0.8789306
1381,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.151,0.8789306
1382,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.151,0.8789306
1383,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789305
1384,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789305
1385,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.998,1092.406,5213.15,0.8789305
1386,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1387,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1388,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1389,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1390,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1391,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1392,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1393,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1394,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.152,0.8789305
1395,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
1396,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
1397,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.3185121,1.061115,5000.002,1092.406,5213.153,0.8789305
1398,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789305
1399,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.318512,1.061115,5000.001,1092.406,5213.152,0.8789305
1400,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000.001,1092.406,5213.152,0.8789305
1401,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531374,0.3185121,1.061115,5000,1092.406,5213.151,0.8789305
1402,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1403,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1404,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1405,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.151,0.8789305
1406,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1407,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1408,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.15,0.8789305
1409,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1410,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.999,1092.406,5213.15,0.8789305
1411,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1412,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000,1092.406,5213.151,0.8789305
1413,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.152,0.8789305
1414,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000.002,1092.406,5213.153,0.8789305
1415,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.002,1092.406,5213.153,0.8789305
1416,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,5000.002,1092.406,5213.153,0.8789305
1417,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.002,1092.406,5213.153,0.8789306
1418,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000.001,1092.406,5213.153,0.8789306
1419,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531374,0.3185121,1.061116,5000.001,1092.41,5213.153,0.8789306
1420,1090.818,1092.956,0.3208361,0.03610151,0.000142022,0.00083412,0.07531466,0.3185121,1.061116,5000.001,1092.407,5213.153,0.8789306
1421,1090.802,1092.957,0.3208406,0.03610147,0.000142019,0.000834122,0.0753138,0.3185124,1.061115,4999.998,1092.406,5213.15,0.8789306
1422,1090.801,1092.956,0.3208409,0.0361015,0.000142018,0.00083412,0.07531374,0.3185122,1.061116,5000.002,1092.406,5213.154,0.8789306
1423,1090.801,1092.956,0.3208409,0.03610153,0.000142018,0.00083412,0.07531373,0.318512,1.061115,5000.002,1092.406,5213.154,0.8789306
1424,1090.801,1092.956,0.3208409,0.03610154,0.000142018,0.00083412,0.07531373,0.3185119,1.061116,5000.002,1092.406,5213.154,0.8789307
1425,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,5000.001,1092.406,5213.153,0.8789307
1426,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,5000.001,1092.406,5213.153,0.8789307
1427,1090.801,1092.956,0.3208409,0.03610152,0.000142018,0.00083412,0.07531373,0.318512,1.061116,5000,1092.406,5213.152,0.8789307
1428,1090.801,1092.956,0.320841,0.03610152,0.000142018,0.00083412,0.07531372,0.318512,1.061116,4999.999,1092.406,5213.151,0.8789307
1429,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.998,1092.406,5213.15,0.8789307
1430,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.998,1092.406,5213.149,0.8789306
1431,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.997,1092.406,5213.149,0.8789306
1432,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.997,1092.406,5213.149,0.8789306
1433,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.997,1092.406,5213.149,0.8789306
1434,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.997,1092.406,5213.149,0.8789305
1435,1090.801,1092.956,0.3208409,0.03610151,0.000142018,0.00083412,0.07531373,0.3185121,1.061116,4999.997,1092.406,5213.149,0.8789305
1436,1090.801,1092.956,0.320841,0.03610151,0.000142018,0.00083412,0.07531372,0.3185121,1.061116,4999.998,1092.406,5213.15,0.8789305
