Time,Tair_min,Tair_mean,Tair_max,Tfuel_min,Tfuel_mean,Tfuel_max,rhoAir_min,rhoAir_mean,rhoAir_max,rhoFuel_min,rhoFuel_mean,rhoFuel_max,muAir_min,muAir_mean,muAir_max,muFuel_min,muFuel_mean,muFuel_max,nuAir_min,nuAir_mean,nuAir_max,nuFuel_min,nuFuel_mean,nuFuel_max,kAir_min,kAir_mean,kAir_max,kFuel_min,kFuel_mean,kFuel_max,sumVolume,Nern_min,Nern_max,ibar0,ibar,stack_Voltage,min_curr,max_curr,Energy_Ir,Energy_Fr,Energy_t_min,Energy_t_mean,Energy_t_max,mean_curr,V
265,1001.831,1090.808,1097.108,1030.249,1092.972,1097.106,0.314266,0.3208391,0.3509989,0.02785018,0.03610421,0.04697437,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.00014341,0.000708481,0.000834105,0.00093995,0.07045941,0.07531409,0.07575162,0.2565609,0.3184992,0.3849051,3.87E-09,1.006284,1.061129,5000,4999.974,0.8789698,4359.72,6090.478,0.000428802,5.26E-11,1001.831,1092.419,1097.11,5213.109,0.8789698
266,1001.831,1090.808,1097.108,1030.249,1092.972,1097.106,0.314266,0.3208392,0.3509987,0.02785019,0.03610419,0.04697425,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.00014341,0.000708482,0.000834105,0.00093995,0.07045944,0.07531408,0.07575161,0.2565614,0.3184993,0.384905,3.87E-09,1.006285,1.061129,5000,4999.974,0.8789695,4359.719,6090.48,0.000491001,5.66E-11,1001.831,1092.419,1097.11,5213.109,0.8789695
267,1001.831,1090.808,1097.108,1030.249,1092.972,1097.106,0.314266,0.3208391,0.3509989,0.02785019,0.03610417,0.04697411,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.00014341,0.000708483,0.000834105,0.00093995,0.07045941,0.0753141,0.0757516,0.2565619,0.3184994,0.384905,3.87E-09,1.006285,1.061129,5000,4999.975,0.8789693,4359.719,6090.487,0.000472978,7.79E-11,1001.831,1092.419,1097.11,5213.11,0.8789693
268,1001.831,1090.808,1097.108,1030.249,1092.972,1097.106,0.314266,0.3208391,0.3509987,0.02785019,0.03610416,0.046974,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.00014341,0.000708484,0.000834105,0.000939949,0.07045944,0.07531409,0.07575159,0.2565624,0.3184994,0.3849049,3.87E-09,1.006286,1.061129,5000,4999.976,0.878969,4359.718,6090.487,0.000434715,7.32E-11,1001.831,1092.419,1097.11,5213.111,0.878969
269,1001.831,1090.808,1097.108,1030.249,1092.972,1097.106,0.3142661,0.3208391,0.3509988,0.0278502,0.03610415,0.04697388,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.00014341,0.000708486,0.000834105,0.000939949,0.07045943,0.07531409,0.07575159,0.2565629,0.3184995,0.3849049,3.87E-09,1.006286,1.061128,5000,4999.977,0.8789688,4359.719,6090.495,0.000444237,8.91E-11,1001.831,1092.419,1097.11,5213.112,0.8789688
270,1001.831,1090.808,1097.108,1030.249,1092.971,1097.106,0.3142659,0.3208391,0.3509988,0.0278502,0.03610413,0.04697376,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708487,0.000834105,0.000939949,0.07045944,0.07531408,0.07575157,0.2565633,0.3184996,0.3849049,3.87E-09,1.006287,1.061129,5000,4999.977,0.8789686,4359.718,6090.494,0.000478574,7.73E-11,1001.831,1092.419,1097.11,5213.112,0.8789686
271,1001.831,1090.808,1097.107,1030.249,1092.971,1097.106,0.3142663,0.3208391,0.3509989,0.0278502,0.03610412,0.04697363,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708488,0.000834105,0.000939949,0.07045941,0.07531409,0.07575157,0.2565638,0.3184996,0.3849048,3.87E-09,1.006286,1.061128,5000,4999.978,0.8789684,4359.718,6090.499,0.000452984,8.67E-11,1001.831,1092.418,1097.11,5213.113,0.8789684
272,1001.831,1090.808,1097.107,1030.249,1092.971,1097.105,0.314266,0.3208391,0.3509988,0.02785021,0.0361041,0.04697352,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708489,0.000834105,0.000939949,0.07045943,0.07531408,0.07575156,0.2565643,0.3184997,0.3849048,3.87E-09,1.006287,1.061128,5000,4999.979,0.8789681,4359.717,6090.499,0.000418501,8.21E-11,1001.831,1092.418,1097.11,5213.114,0.8789681
273,1001.831,1090.808,1097.107,1030.249,1092.971,1097.105,0.3142664,0.3208391,0.3509988,0.02785021,0.03610409,0.0469734,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.00070849,0.000834105,0.000939949,0.07045943,0.07531409,0.07575156,0.2565648,0.3184998,0.3849048,3.87E-09,1.006287,1.061128,5000,4999.979,0.8789679,4359.717,6090.502,0.000454312,9.90E-11,1001.831,1092.418,1097.109,5213.114,0.8789679
274,1001.831,1090.808,1097.107,1030.249,1092.971,1097.105,0.314266,0.3208391,0.3509987,0.02785021,0.03610407,0.04697329,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708491,0.000834105,0.000939948,0.07045944,0.07531408,0.07575154,0.2565652,0.3184998,0.3849047,3.87E-09,1.006288,1.061128,5000,4999.979,0.8789677,4359.715,6090.503,0.000512034,3.55E-11,1001.831,1092.418,1097.109,5213.115,0.8789677
275,1001.831,1090.808,1097.107,1030.249,1092.971,1097.105,0.3142663,0.3208391,0.3509988,0.02785022,0.03610406,0.04697316,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708492,0.000834105,0.000939948,0.07045943,0.07531409,0.07575154,0.2565657,0.3184999,0.3849047,3.87E-09,1.006287,1.061128,5000,4999.98,0.8789675,4359.715,6090.502,0.000471882,9.18E-11,1001.831,1092.418,1097.109,5213.115,0.8789675
276,1001.831,1090.808,1097.107,1030.249,1092.971,1097.105,0.3142663,0.3208391,0.3509987,0.02785022,0.03610405,0.04697304,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708493,0.000834105,0.000939948,0.07045944,0.07531408,0.07575153,0.2565662,0.3185,0.3849046,3.87E-09,1.006289,1.061128,5000,4999.981,0.8789673,4359.713,6090.507,0.000420478,8.04E-11,1001.831,1092.418,1097.109,5213.116,0.8789673
277,1001.831,1090.808,1097.107,1030.249,1092.971,1097.105,0.3142663,0.3208391,0.3509988,0.02785022,0.03610403,0.04697293,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708494,0.000834105,0.000939948,0.07045943,0.07531409,0.07575152,0.2565666,0.3185,0.3849046,3.87E-09,1.006288,1.061128,5000,4999.98,0.8789671,4359.713,6090.508,0.000505661,2.43E-11,1001.831,1092.418,1097.109,5213.116,0.8789671
278,1001.831,1090.808,1097.106,1030.249,1092.97,1097.105,0.3142663,0.3208392,0.3509987,0.02785023,0.03610402,0.04697282,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708495,0.000834105,0.000939948,0.07045944,0.07531408,0.07575152,0.2565671,0.3185001,0.3849046,3.87E-09,1.006289,1.061128,5000,4999.981,0.8789669,4359.711,6090.51,0.000485487,3.45E-11,1001.831,1092.418,1097.109,5213.116,0.8789669
279,1001.831,1090.808,1097.106,1030.249,1092.97,1097.105,0.3142663,0.3208391,0.3509988,0.02785023,0.036104,0.0469727,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708497,0.000834106,0.000939947,0.07045943,0.07531409,0.07575151,0.2565676,0.3185002,0.3849046,3.87E-09,1.006289,1.061128,5000,4999.981,0.8789667,4359.711,6090.512,0.00040248,6.37E-11,1001.831,1092.418,1097.109,5213.117,0.8789667
280,1001.831,1090.808,1097.106,1030.249,1092.97,1097.104,0.3142663,0.3208392,0.3509988,0.02785023,0.03610399,0.04697258,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708498,0.000834106,0.000939947,0.07045943,0.07531407,0.0757515,0.256568,0.3185002,0.3849045,3.87E-09,1.00629,1.061128,5000,4999.98,0.8789665,4359.708,6090.516,0.000406547,6.03E-11,1001.831,1092.418,1097.109,5213.116,0.8789665
281,1001.831,1090.808,1097.106,1030.249,1092.97,1097.104,0.3142665,0.3208392,0.3509988,0.02785023,0.03610398,0.04697248,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708499,0.000834106,0.000939947,0.07045942,0.07531408,0.0757515,0.2565685,0.3185003,0.3849045,3.87E-09,1.006289,1.061128,5000,4999.98,0.8789663,4359.708,6090.517,0.000451494,4.18E-11,1001.831,1092.417,1097.108,5213.116,0.8789663
282,1001.831,1090.807,1097.106,1030.249,1092.97,1097.104,0.3142663,0.3208392,0.3509988,0.02785024,0.03610396,0.04697235,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.0007085,0.000834106,0.000939947,0.07045943,0.07531406,0.07575148,0.2565689,0.3185004,0.3849044,3.87E-09,1.00629,1.061128,5000,4999.979,0.8789661,4359.706,6090.518,0.000456093,6.13E-11,1001.831,1092.417,1097.108,5213.115,0.8789661
283,1001.831,1090.808,1097.106,1030.249,1092.97,1097.104,0.3142668,0.3208392,0.3509988,0.02785024,0.03610394,0.04697224,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708501,0.000834106,0.000939947,0.07045943,0.07531407,0.07575148,0.2565694,0.3185004,0.3849044,3.87E-09,1.00629,1.061127,5000,4999.978,0.8789659,4359.705,6090.52,0.000409604,8.76E-11,1001.831,1092.417,1097.108,5213.114,0.8789659
284,1001.831,1090.807,1097.106,1030.25,1092.97,1097.104,0.3142664,0.3208393,0.3509988,0.02785025,0.03610393,0.04697213,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708502,0.000834106,0.000939946,0.07045942,0.07531406,0.07575146,0.2565698,0.3185005,0.3849043,3.87E-09,1.006291,1.061128,5000,4999.977,0.8789657,4359.703,6090.521,0.000433359,6.95E-11,1001.831,1092.417,1097.108,5213.113,0.8789657
285,1001.831,1090.807,1097.106,1030.25,1092.97,1097.104,0.3142668,0.3208392,0.3509987,0.02785025,0.03610392,0.04697201,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708503,0.000834106,0.000939946,0.07045944,0.07531406,0.07575146,0.2565703,0.3185006,0.3849043,3.87E-09,1.006291,1.061127,5000,4999.976,0.8789654,4359.702,6090.528,0.000467097,5.28E-11,1001.831,1092.417,1097.108,5213.113,0.8789654
286,1001.831,1090.807,1097.105,1030.25,1092.969,1097.104,0.3142666,0.3208393,0.3509988,0.02785025,0.0361039,0.0469719,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708504,0.000834106,0.000939946,0.07045943,0.07531405,0.07575145,0.2565707,0.3185006,0.3849043,3.87E-09,1.006291,1.061128,5000,4999.976,0.8789652,4359.701,6090.527,0.000476768,6.68E-11,1001.831,1092.417,1097.108,5213.112,0.8789652
287,1001.831,1090.807,1097.105,1030.25,1092.969,1097.103,0.3142668,0.3208392,0.3509987,0.02785026,0.03610389,0.04697178,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708505,0.000834106,0.000939946,0.07045944,0.07531406,0.07575144,0.2565712,0.3185007,0.3849042,3.87E-09,1.006291,1.061127,5000,4999.976,0.878965,4359.701,6090.531,0.000432226,8.68E-11,1001.831,1092.417,1097.108,5213.112,0.878965
288,1001.831,1090.807,1097.105,1030.25,1092.969,1097.103,0.3142668,0.3208393,0.3509988,0.02785026,0.03610387,0.04697168,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708506,0.000834106,0.000939945,0.07045942,0.07531405,0.07575144,0.2565716,0.3185008,0.3849042,3.87E-09,1.006292,1.061128,5000,4999.977,0.8789647,4359.7,6090.533,0.000427122,4.06E-11,1001.831,1092.417,1097.107,5213.113,0.8789647
289,1001.831,1090.807,1097.105,1030.25,1092.969,1097.103,0.3142669,0.3208393,0.3509987,0.02785026,0.03610386,0.04697157,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708507,0.000834106,0.000939945,0.07045944,0.07531405,0.07575143,0.2565721,0.3185008,0.3849042,3.87E-09,1.006292,1.061127,5000,4999.977,0.8789645,4359.7,6090.538,0.000466732,4.15E-11,1001.831,1092.417,1097.107,5213.113,0.8789645
290,1001.831,1090.807,1097.105,1030.25,1092.969,1097.103,0.3142668,0.3208393,0.3509988,0.02785026,0.03610385,0.04697147,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708508,0.000834106,0.000939945,0.07045943,0.07531405,0.07575142,0.2565725,0.3185009,0.3849042,3.87E-09,1.006293,1.061128,5000,4999.978,0.8789643,4359.699,6090.538,0.000498799,8.26E-11,1001.831,1092.417,1097.107,5213.114,0.8789643
291,1001.831,1090.807,1097.105,1030.25,1092.969,1097.103,0.314267,0.3208393,0.3509987,0.02785027,0.03610383,0.04697135,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708509,0.000834106,0.000939945,0.07045945,0.07531406,0.07575142,0.2565729,0.318501,0.3849041,3.87E-09,1.006292,1.061127,5000,4999.978,0.8789641,4359.698,6090.543,0.000445993,8.44E-11,1001.831,1092.417,1097.107,5213.114,0.8789641
292,1001.831,1090.807,1097.105,1030.25,1092.969,1097.103,0.3142668,0.3208393,0.3509988,0.02785027,0.03610382,0.04697126,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.00070851,0.000834106,0.000939945,0.07045943,0.07531406,0.07575141,0.2565733,0.318501,0.3849041,3.87E-09,1.006293,1.061128,5000,4999.979,0.8789638,4359.698,6090.545,0.000376857,6.43E-11,1001.831,1092.417,1097.107,5213.115,0.8789638
293,1001.831,1090.807,1097.105,1030.25,1092.969,1097.103,0.3142671,0.3208393,0.3509987,0.02785027,0.0361038,0.04697114,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708511,0.000834106,0.000939945,0.07045945,0.07531405,0.07575141,0.2565738,0.3185011,0.3849041,3.87E-09,1.006293,1.061127,5000,4999.979,0.8789636,4359.698,6090.549,0.000432853,5.03E-11,1001.831,1092.416,1097.107,5213.115,0.8789636
294,1001.831,1090.807,1097.104,1030.25,1092.969,1097.103,0.3142668,0.3208393,0.3509988,0.02785028,0.03610379,0.04697105,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708512,0.000834106,0.000939944,0.07045944,0.07531404,0.07575139,0.2565741,0.3185011,0.384904,3.87E-09,1.006294,1.061127,5000,4999.979,0.8789634,4359.697,6090.55,0.000457203,6.33E-11,1001.831,1092.416,1097.107,5213.115,0.8789634
295,1001.831,1090.807,1097.104,1030.25,1092.969,1097.103,0.3142672,0.3208393,0.3509987,0.02785028,0.03610378,0.04697094,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708513,0.000834106,0.000939944,0.07045944,0.07531405,0.07575139,0.2565746,0.3185012,0.384904,3.87E-09,1.006293,1.061127,5000,4999.979,0.8789632,4359.697,6090.551,0.000470601,8.41E-11,1001.831,1092.416,1097.107,5213.116,0.8789632
296,1001.831,1090.807,1097.104,1030.25,1092.968,1097.102,0.3142669,0.3208393,0.3509988,0.02785028,0.03610377,0.04697084,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708514,0.000834106,0.000939944,0.07045943,0.07531404,0.07575138,0.256575,0.3185013,0.384904,3.87E-09,1.006294,1.061127,5000,4999.98,0.878963,4359.696,6090.555,0.000472537,8.12E-11,1001.831,1092.416,1097.107,5213.116,0.878963
297,1001.831,1090.807,1097.104,1030.25,1092.968,1097.102,0.3142672,0.3208393,0.3509987,0.02785028,0.03610375,0.04697073,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708515,0.000834106,0.000939944,0.07045944,0.07531405,0.07575138,0.2565754,0.3185013,0.384904,3.87E-09,1.006294,1.061127,5000,4999.98,0.8789628,4359.696,6090.558,0.000443264,8.59E-11,1001.831,1092.416,1097.106,5213.116,0.8789628
298,1001.831,1090.807,1097.104,1030.25,1092.968,1097.102,0.314267,0.3208393,0.3509988,0.02785029,0.03610374,0.04697064,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708516,0.000834106,0.000939944,0.07045943,0.07531404,0.07575137,0.2565758,0.3185014,0.3849039,3.87E-09,1.006295,1.061127,5000,4999.98,0.8789626,4359.695,6090.56,0.000448502,6.46E-11,1001.831,1092.416,1097.106,5213.117,0.8789626
299,1001.831,1090.807,1097.104,1030.25,1092.968,1097.102,0.3142672,0.3208393,0.3509988,0.02785029,0.03610373,0.04697053,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708517,0.000834107,0.000939944,0.07045943,0.07531405,0.07575137,0.2565762,0.3185014,0.3849039,3.87E-09,1.006295,1.061127,5000,4999.981,0.8789624,4359.695,6090.562,0.000453462,4.23E-11,1001.831,1092.416,1097.106,5213.118,0.8789624
300,1001.831,1090.807,1097.104,1030.25,1092.968,1097.102,0.3142671,0.3208393,0.3509987,0.02785029,0.03610372,0.04697043,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708518,0.000834107,0.000939944,0.07045944,0.07531404,0.07575136,0.2565766,0.3185015,0.3849039,3.87E-09,1.006295,1.061127,5000,4999.982,0.8789623,4359.694,6090.566,0.000446291,8.66E-11,1001.831,1092.416,1097.106,5213.118,0.8789623
301,1001.831,1090.807,1097.104,1030.25,1092.968,1097.102,0.3142672,0.3208393,0.3509986,0.02785029,0.0361037,0.04697034,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708519,0.000834107,0.000939943,0.07045945,0.07531405,0.07575136,0.256577,0.3185016,0.3849038,3.87E-09,1.006295,1.061127,5000,4999.982,0.8789621,4359.694,6090.568,0.000435946,8.04E-11,1001.831,1092.416,1097.106,5213.118,0.8789621
302,1001.831,1090.807,1097.104,1030.25,1092.968,1097.102,0.3142671,0.3208393,0.3509988,0.0278503,0.03610369,0.04697024,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708519,0.000834107,0.000939943,0.07045943,0.07531404,0.07575135,0.2565774,0.3185016,0.3849038,3.87E-09,1.006296,1.061127,5000,4999.982,0.8789619,4359.692,6090.571,0.000436295,3.36E-11,1001.831,1092.416,1097.106,5213.119,0.8789619
303,1001.831,1090.807,1097.104,1030.25,1092.968,1097.102,0.3142674,0.3208393,0.3509987,0.0278503,0.03610368,0.04697014,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708521,0.000834107,0.000939943,0.07045944,0.07531404,0.07575134,0.2565778,0.3185017,0.3849038,3.87E-09,1.006296,1.061126,5000,4999.982,0.8789617,4359.692,6090.573,0.000434029,4.61E-11,1001.831,1092.416,1097.106,5213.119,0.8789617
304,1001.831,1090.807,1097.103,1030.25,1092.968,1097.102,0.3142671,0.3208393,0.3509988,0.0278503,0.03610367,0.04697004,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708521,0.000834107,0.000939943,0.07045943,0.07531403,0.07575133,0.2565782,0.3185017,0.3849037,3.87E-09,1.006296,1.061127,5000,4999.983,0.8789615,4359.691,6090.575,0.000466374,2.94E-11,1001.831,1092.416,1097.106,5213.119,0.8789615
305,1001.831,1090.807,1097.103,1030.25,1092.968,1097.102,0.3142674,0.3208393,0.3509987,0.0278503,0.03610366,0.04696994,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708522,0.000834107,0.000939943,0.07045945,0.07531404,0.07575133,0.2565786,0.3185018,0.3849037,3.87E-09,1.006296,1.061126,5000,4999.983,0.8789614,4359.691,6090.578,0.000468729,5.36E-11,1001.831,1092.416,1097.106,5213.12,0.8789614
306,1001.831,1090.807,1097.103,1030.251,1092.968,1097.101,0.3142672,0.3208393,0.3509988,0.02785031,0.03610364,0.04696985,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708523,0.000834107,0.000939943,0.07045943,0.07531404,0.07575132,0.256579,0.3185018,0.3849037,3.87E-09,1.006297,1.061127,5000,4999.983,0.8789612,4359.69,6090.58,0.000425809,4.10E-11,1001.831,1092.416,1097.106,5213.12,0.8789612
307,1001.831,1090.807,1097.103,1030.251,1092.968,1097.101,0.3142675,0.3208393,0.3509987,0.02785031,0.03610363,0.04696975,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143409,0.000708524,0.000834107,0.000939943,0.07045944,0.07531404,0.07575132,0.2565794,0.3185019,0.3849037,3.87E-09,1.006297,1.061126,5000,4999.983,0.878961,4359.689,6090.585,0.000439762,9.15E-11,1001.831,1092.416,1097.105,5213.12,0.878961
308,1001.831,1090.807,1097.103,1030.251,1092.967,1097.101,0.3142673,0.3208394,0.3509987,0.02785031,0.03610362,0.04696966,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142019,0.000143408,0.000708525,0.000834107,0.000939942,0.07045944,0.07531403,0.07575131,0.2565797,0.3185019,0.3849036,3.87E-09,1.006298,1.061126,5000,4999.983,0.8789609,4359.688,6090.584,0.000447721,7.55E-11,1001.831,1092.416,1097.105,5213.12,0.8789609
309,1001.831,1090.807,1097.103,1030.251,1092.967,1097.101,0.3142675,0.3208393,0.3509987,0.02785031,0.03610361,0.04696955,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143408,0.000708526,0.000834107,0.000939942,0.07045944,0.07531404,0.07575131,0.2565801,0.318502,0.3849036,3.87E-09,1.006297,1.061126,5000,4999.983,0.8789607,4359.688,6090.588,0.000438542,5.63E-11,1001.831,1092.415,1097.105,5213.12,0.8789607
310,1001.831,1090.807,1097.103,1030.251,1092.967,1097.101,0.3142673,0.3208394,0.3509987,0.02785032,0.0361036,0.04696946,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142019,0.000143408,0.000708527,0.000834107,0.000939942,0.07045944,0.07531403,0.0757513,0.2565805,0.3185021,0.3849036,3.87E-09,1.006298,1.061126,5000,4999.983,0.8789605,4359.687,6090.589,0.000440741,3.35E-11,1001.831,1092.415,1097.105,5213.12,0.8789605
311,1001.831,1090.807,1097.103,1030.251,1092.967,1097.101,0.3142676,0.3208393,0.3509987,0.02785032,0.03610358,0.04696937,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143408,0.000708528,0.000834107,0.000939942,0.07045944,0.07531404,0.0757513,0.2565809,0.3185021,0.3849036,3.87E-09,1.006298,1.061126,5000,4999.983,0.8789604,4359.687,6090.593,0.000486456,5.41E-11,1001.831,1092.415,1097.105,5213.12,0.8789604
312,1001.831,1090.807,1097.103,1030.251,1092.967,1097.101,0.3142674,0.3208394,0.3509987,0.02785032,0.03610357,0.04696928,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142019,0.000143408,0.000708528,0.000834107,0.000939942,0.07045944,0.07531402,0.07575129,0.2565812,0.3185022,0.3849035,3.87E-09,1.006299,1.061126,5000,4999.984,0.8789602,4359.686,6090.594,0.000493487,6.91E-11,1001.831,1092.415,1097.105,5213.121,0.8789602
313,1001.831,1090.807,1097.103,1030.251,1092.967,1097.101,0.3142676,0.3208393,0.3509987,0.02785032,0.03610356,0.04696918,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.00014202,0.000143408,0.00070853,0.000834107,0.000939942,0.07045944,0.07531404,0.07575129,0.2565817,0.3185022,0.3849035,3.87E-09,1.006298,1.061126,5000,4999.984,0.87896,4359.685,6090.597,0.000448559,5.61E-11,1001.831,1092.415,1097.105,5213.121,0.87896
314,1001.831,1090.807,1097.102,1030.251,1092.967,1097.101,0.3142674,0.3208394,0.3509987,0.02785032,0.03610355,0.0469691,4.34E-05,4.56E-05,4.59E-05,2.49E-05,2.98E-05,3.33E-05,0.000123517,0.000142019,0.000143408,0.00070853,0.000834107,0.000939941,0.07045944,0.07531403,0.07575128,0.256582,0.3185023,0.3849035,3.87E-09,1.006299,1.061126,5000,4999.984,0.8789599,4359.684,6090.598,0.000462347,6.26E-11,1001.831,1092.415,1097.105,5213.121,0.8789599
