Time,Tair_min,Tair_mean,Tair_max,Tfuel_min,Tfuel_mean,Tfuel_max,rhoAir_min,rhoAir_mean,rhoAir_max,rhoFuel_min,rhoFuel_mean,rhoFuel_max,muAir_min,muAir_mean,muAir_max,muFuel_min,muFuel_mean,muFuel_max,nuAir_min,nuAir_mean,nuAir_max,nuFuel_min,nuFuel_mean,nuFuel_max,kAir_min,kAir_mean,kAir_max,kFuel_min,kFuel_mean,kFuel_max,sumVolume,Nern_min,Nern_max,ibar0,ibar,V,stack_Voltage,min_curr,mean_curr,max_curr,Energy_Ir,Energy_Fr,Energy_t_min,Energy_t_mean,Energy_t_max
107, 1172.305, 1367.584, 1378.91, 1297.5, 1368.901, 1378.904, 0.2500635, 0.2553695, 0.2999507, 0.02316398, 0.03063069, 0.03705368, 4.802219e-05, 5.256752e-05, 5.299223e-05, 3.056629e-05, 3.747468e-05, 4.090815e-05, 0.0001601003, 0.0002059106, 0.0002086624, 0.001104024, 0.001230202, 0.00136574, 0.07992646, 0.08991881, 0.09054421, 0.3169968, 0.3647797, 0.4451922, 3.84e-09, 0.9224658, 1.014171, 5000, 3612.005, -0.2808376, -0.2808376, 3556.173, 3612.005, 3743.793, 0.003095007, 9.454523e-11, 1173.567, 1370.988, 1381.501
108, 1173.567, 1370.094, 1381.497, 1299.57, 1371.418, 1381.491, 0.2495987, 0.2549033, 0.2996283, 0.02312305, 0.03058389, 0.03703479, 4.805567e-05, 5.26296e-05, 5.305594e-05, 3.060522e-05, 3.753859e-05, 4.0996e-05, 0.0001603843, 0.0002065314, 0.0002093052, 0.001106959, 0.001234225, 0.001370163, 0.0799947, 0.09004642, 0.09067543, 0.3172319, 0.365287, 0.4458165, 3.84e-09, 0.9216245, 1.013705, 5000, 3605.379, -0.2947838, -0.2947838, 3549.563, 3605.379, 3737.439, 0.003082467, 8.704802e-11, 1174.829, 1373.506, 1384.091
109, 1174.829, 1372.608, 1384.087, 1301.643, 1373.939, 1384.082, 0.249135, 0.2544382, 0.2993067, 0.02308219, 0.03053658, 0.03701434, 4.808914e-05, 5.269172e-05, 5.311968e-05, 3.064419e-05, 3.760226e-05, 4.108335e-05, 0.0001606685, 0.0002071537, 0.0002099497, 0.001109931, 0.001238272, 0.001374599, 0.08006289, 0.0901741, 0.09080672, 0.317477, 0.3657997, 0.4464416, 3.84e-09, 0.9207876, 1.013239, 5000, 3598.769, -0.3087961, -0.3087961, 3542.969, 3598.769, 3731.099, 0.003068651, 6.155077e-11, 1176.099, 1376.028, 1386.686
110, 1176.099, 1375.125, 1386.682, 1303.72, 1376.463, 1386.677, 0.2486724, 0.2539741, 0.2989839, 0.02304142, 0.03048877, 0.03699236, 4.812277e-05, 5.275388e-05, 5.318348e-05, 3.068321e-05, 3.766571e-05, 4.117022e-05, 0.0001609544, 0.0002077776, 0.0002105958, 0.001112938, 0.001242342, 0.001379047, 0.08013144, 0.09030184, 0.09093808, 0.3177321, 0.3663175, 0.4470676, 3.84e-09, 0.9199552, 1.012772, 5000, 3592.173, -0.3228744, -0.3228744, 3536.391, 3592.173, 3724.77, 0.00305564, 6.352604e-11, 1177.37, 1378.553, 1389.284
111, 1177.37, 1377.646, 1389.28, 1305.8, 1378.991, 1389.274, 0.2482109, 0.2535111, 0.2986614, 0.02300073, 0.03044049, 0.03696888, 4.815644e-05, 5.281607e-05, 5.324736e-05, 3.072226e-05, 3.772892e-05, 4.12566e-05, 0.0001612409, 0.000208403, 0.0002112435, 0.001115982, 0.001246436, 0.001383507, 0.08020005, 0.09042965, 0.09106949, 0.3179969, 0.3668405, 0.4476942, 3.84e-09, 0.919127, 1.012305, 5000, 3585.593, -0.3370185, -0.3370185, 3529.828, 3585.593, 3718.454, 0.00304313, 3.604775e-11, 1178.641, 1381.082, 1391.885
112, 1178.641, 1380.17, 1391.881, 1307.883, 1381.522, 1391.876, 0.2477506, 0.2530492, 0.2983396, 0.02296012, 0.03039175, 0.03694393, 4.819009e-05, 5.28783e-05, 5.331126e-05, 3.076135e-05, 3.779192e-05, 4.13425e-05, 0.0001615276, 0.00020903, 0.0002118929, 0.001119061, 0.001250553, 0.00138798, 0.08026865, 0.09055753, 0.09120096, 0.3182713, 0.3673684, 0.4483216, 3.84e-09, 0.9183031, 1.011837, 5000, 3579.028, -0.3512282, -0.3512282, 3523.281, 3579.028, 3712.152, 0.003029717, 9.510709e-11, 1179.918, 1383.614, 1394.49
113, 1179.918, 1382.698, 1394.486, 1309.97, 1384.057, 1394.481, 0.2472914, 0.2525884, 0.2980169, 0.0229196, 0.03034256, 0.03691754, 4.82239e-05, 5.294057e-05, 5.33752e-05, 3.080047e-05, 3.78547e-05, 4.142794e-05, 0.000161816, 0.0002096586, 0.0002125438, 0.001122175, 0.001254692, 0.001392464, 0.08033756, 0.09068546, 0.09133249, 0.3185552, 0.3679012, 0.4489497, 3.84e-09, 0.9174834, 1.011369, 5000, 3572.478, -0.3655034, -0.3655034, 3516.751, 3572.478, 3705.863, 0.003017122, 6.977191e-11, 1181.195, 1386.149, 1397.099
114, 1181.195, 1385.229, 1397.094, 1312.059, 1386.595, 1397.089, 0.2468333, 0.2521286, 0.297695, 0.02287916, 0.03029296, 0.03688973, 4.825767e-05, 5.300286e-05, 5.343916e-05, 3.083963e-05, 3.791727e-05, 4.15129e-05, 0.0001621044, 0.0002102886, 0.0002131963, 0.001125324, 0.001258854, 0.00139696, 0.08040641, 0.09081344, 0.09146406, 0.3188483, 0.3684388, 0.4495785, 3.84e-09, 0.9166677, 1.0109, 5000, 3565.945, -0.379844, -0.379844, 3510.236, 3565.945, 3699.588, 0.003004122, 6.251184e-11, 1182.478, 1388.687, 1399.71
115, 1182.478, 1387.763, 1399.706, 1314.152, 1389.136, 1399.7, 0.2463763, 0.2516699, 0.2973723, 0.02283881, 0.03024296, 0.03686054, 4.82916e-05, 5.306518e-05, 5.350316e-05, 3.087883e-05, 3.797964e-05, 4.159741e-05, 0.0001623944, 0.0002109202, 0.0002138504, 0.001128508, 0.001263038, 0.001401469, 0.08047557, 0.09094146, 0.09159566, 0.3191506, 0.368981, 0.450208, 3.84e-09, 0.9158561, 1.010431, 5000, 3559.426, -0.3942497, -0.3942497, 3503.738, 3559.426, 3693.325, 0.002991611, 7.505767e-11, 1183.76, 1391.229, 1402.325
116, 1183.76, 1390.3, 1402.321, 1316.248, 1391.68, 1402.315, 0.2459205, 0.2512123, 0.2970504, 0.02279855, 0.03019257, 0.03682999, 4.832549e-05, 5.312753e-05, 5.356717e-05, 3.091806e-05, 3.80418e-05, 4.168147e-05, 0.0001626845, 0.0002115532, 0.000214506, 0.001131726, 0.001267244, 0.001405988, 0.08054467, 0.09106953, 0.09172731, 0.3194619, 0.3695276, 0.4508381, 3.84e-09, 0.9150484, 1.009961, 5000, 3552.924, -0.4087205, -0.4087205, 3497.255, 3552.924, 3687.077, 0.002978797, 7.163789e-11, 1185.046, 1393.774, 1404.943
117, 1185.046, 1392.841, 1404.939, 1318.346, 1394.227, 1404.933, 0.2454658, 0.2507559, 0.2967284, 0.02275837, 0.03014181, 0.03679812, 4.835945e-05, 5.31899e-05, 5.363121e-05, 3.095732e-05, 3.810377e-05, 4.176507e-05, 0.0001629754, 0.0002121877, 0.0002151631, 0.001134978, 0.001271471, 0.00141052, 0.08061391, 0.09119764, 0.09185899, 0.3197821, 0.3700787, 0.4514689, 3.84e-09, 0.9142446, 1.009491, 5000, 3546.438, -0.4232561, -0.4232561, 3490.789, 3546.438, 3680.842, 0.00296627, 5.74591e-11, 1186.338, 1396.321, 1407.564
118, 1186.338, 1395.384, 1407.56, 1320.448, 1396.777, 1407.554, 0.2450123, 0.2503005, 0.2964056, 0.02271829, 0.0300907, 0.03676495, 4.839355e-05, 5.32523e-05, 5.369528e-05, 3.099662e-05, 3.816554e-05, 4.184824e-05, 0.000163268, 0.0002128237, 0.0002158218, 0.001138264, 0.00127572, 0.001415063, 0.08068345, 0.09132578, 0.09199069, 0.3201109, 0.3706341, 0.4521004, 3.84e-09, 0.9134446, 1.00902, 5000, 3539.968, -0.4378564, -0.4378564, 3484.34, 3539.968, 3674.62, 0.002953857, 8.539794e-11, 1187.628, 1398.872, 1410.188
119, 1187.628, 1397.93, 1410.184, 1322.553, 1399.33, 1410.178, 0.24456, 0.2498463, 0.2960839, 0.02267829, 0.03003926, 0.03673052, 4.84276e-05, 5.331472e-05, 5.375936e-05, 3.103595e-05, 3.822712e-05, 4.193096e-05, 0.0001635604, 0.0002134611, 0.000216482, 0.001141584, 0.001279989, 0.001419618, 0.08075288, 0.09145395, 0.09212241, 0.3204484, 0.3711937, 0.4527324, 3.84e-09, 0.9126483, 1.008548, 5000, 3533.514, -0.4525213, -0.4525213, 3477.907, 3533.514, 3668.414, 0.002941336, 7.794291e-11, 1188.922, 1401.426, 1412.816
120, 1188.922, 1400.48, 1412.811, 1324.66, 1401.886, 1412.806, 0.2441088, 0.2493932, 0.295762, 0.02263839, 0.0299875, 0.03669485, 4.846172e-05, 5.337716e-05, 5.382346e-05, 3.107531e-05, 3.828852e-05, 4.201326e-05, 0.0001638538, 0.0002140999, 0.0002171437, 0.001144936, 0.00128428, 0.001424184, 0.08082248, 0.09158215, 0.09225415, 0.3207942, 0.3717573, 0.4533651, 3.84e-09, 0.9118557, 1.008077, 5000, 3527.076, -0.4672505, -0.4672505, 3471.491, 3527.076, 3662.221, 0.002928975, 6.56179e-11, 1190.218, 1403.982, 1415.446
121, 1190.218, 1403.032, 1415.441, 1326.77, 1404.445, 1415.436, 0.2436588, 0.2489413, 0.2954401, 0.02259857, 0.02993543, 0.03665797, 4.849591e-05, 5.343961e-05, 5.388758e-05, 3.11147e-05, 3.834974e-05, 4.209514e-05, 0.000164148, 0.0002147402, 0.0002178068, 0.001148321, 0.00128859, 0.001428761, 0.0808922, 0.09171036, 0.09238591, 0.3211484, 0.372325, 0.4539983, 3.84e-09, 0.9110667, 1.007604, 5000, 3520.654, -0.482044, -0.482044, 3465.091, 3520.654, 3656.042, 0.002916686, 2.079986e-11, 1191.517, 1406.541, 1418.079
122, 1191.517, 1405.587, 1418.074, 1328.883, 1407.007, 1418.069, 0.2432099, 0.2484905, 0.2951183, 0.02255885, 0.02988308, 0.03661992, 4.853014e-05, 5.350208e-05, 5.395171e-05, 3.115412e-05, 3.841078e-05, 4.217659e-05, 0.000164443, 0.0002153818, 0.0002184714, 0.001151739, 0.001292921, 0.00143335, 0.08096201, 0.09183859, 0.09251766, 0.3215107, 0.3728966, 0.4546321, 3.84e-09, 0.9102813, 1.007132, 5000, 3514.249, -0.4969015, -0.4969015, 3458.708, 3514.249, 3649.878, 0.002904462, 9.936072e-11, 1192.818, 1409.103, 1420.715
123, 1192.818, 1408.145, 1420.71, 1330.998, 1409.572, 1420.704, 0.2427623, 0.2480408, 0.2947965, 0.02251923, 0.02983045, 0.03658071, 4.856442e-05, 5.356457e-05, 5.401591e-05, 3.119357e-05, 3.847164e-05, 4.225763e-05, 0.0001647388, 0.0002160249, 0.0002191375, 0.001155189, 0.001297272, 0.001437949, 0.08103195, 0.09196683, 0.09264943, 0.321881, 0.3734719, 0.4552665, 3.84e-09, 0.9094993, 1.006658, 5000, 3507.861, -0.5118229, -0.5118229, 3452.342, 3507.861, 3643.728, 0.0028923, 8.662741e-11, 1194.123, 1411.668, 1423.353
124, 1194.123, 1410.705, 1423.349, 1333.117, 1412.139, 1423.343, 0.2423158, 0.2475923, 0.2944748, 0.0224797, 0.02977757, 0.03654039, 4.859876e-05, 5.362707e-05, 5.408012e-05, 3.123304e-05, 3.853234e-05, 4.233826e-05, 0.0001650354, 0.0002166693, 0.000219805, 0.00115867, 0.001301642, 0.00144256, 0.081102, 0.09209507, 0.09278118, 0.3222592, 0.374051, 0.4559014, 3.84e-09, 0.9087208, 1.006185, 5000, 3501.489, -0.526808, -0.526808, 3445.993, 3501.489, 3637.592, 0.002880204, 9.769182e-11, 1195.429, 1414.235, 1425.995
125, 1195.429, 1413.268, 1425.99, 1335.238, 1414.709, 1425.984, 0.2418705, 0.247145, 0.2941532, 0.02244026, 0.02972444, 0.03649897, 4.863315e-05, 5.368958e-05, 5.414434e-05, 3.127255e-05, 3.859287e-05, 4.241849e-05, 0.0001653327, 0.0002173151, 0.0002204739, 0.001162183, 0.001306032, 0.001447181, 0.08117215, 0.09222332, 0.09291293, 0.3226451, 0.3746337, 0.4565369, 3.84e-09, 0.9079456, 1.00571, 5000, 3495.133, -0.5418567, -0.5418567, 3439.661, 3495.133, 3631.471, 0.002868175, 5.913244e-11, 1196.738, 1416.805, 1428.639
126, 1196.738, 1415.834, 1428.634, 1337.361, 1417.281, 1428.628, 0.2414265, 0.2466988, 0.2938318, 0.02240092, 0.02967108, 0.03645648, 4.866758e-05, 5.375211e-05, 5.420857e-05, 3.131208e-05, 3.865323e-05, 4.249832e-05, 0.0001656308, 0.0002179623, 0.0002211442, 0.001165728, 0.00131044, 0.001451813, 0.0812424, 0.09235156, 0.09304467, 0.3230387, 0.37522, 0.4571728, 3.84e-09, 0.9071737, 1.005236, 5000, 3488.795, -0.5569687, -0.5569687, 3433.345, 3488.795, 3625.364, 0.002856213, 8.169204e-11, 1198.05, 1419.378, 1431.285
127, 1198.05, 1418.402, 1431.281, 1339.487, 1419.856, 1431.275, 0.2409836, 0.2462538, 0.2935104, 0.02236167, 0.0296175, 0.03641296, 4.870206e-05, 5.381463e-05, 5.42728e-05, 3.135163e-05, 3.871344e-05, 4.257777e-05, 0.0001659296, 0.0002186108, 0.0002218159, 0.001169302, 0.001314868, 0.001456456, 0.08131275, 0.0924798, 0.09317639, 0.3234397, 0.3758096, 0.4578093, 3.84e-09, 0.9064051, 1.004761, 5000, 3482.473, -0.572144, -0.572144, 3427.047, 3482.473, 3619.272, 0.002844315, 9.643421e-11, 1199.363, 1421.953, 1433.934
128, 1199.363, 1420.973, 1433.93, 1341.615, 1422.433, 1433.924, 0.2405419, 0.24581, 0.2931892, 0.02232253, 0.02956371, 0.03636843, 4.873658e-05, 5.387717e-05, 5.433704e-05, 3.139121e-05, 3.877349e-05, 4.265682e-05, 0.0001662291, 0.0002192606, 0.000222489, 0.001172908, 0.001319314, 0.00146111, 0.0813832, 0.09260802, 0.09330808, 0.3238481, 0.3764027, 0.4584463, 3.84e-09, 0.9056396, 1.004285, 5000, 3476.168, -0.5873823, -0.5873823, 3420.766, 3476.168, 3613.195, 0.002832483, 9.680399e-11, 1200.679, 1424.53, 1436.586
129, 1200.679, 1423.546, 1436.581, 1343.746, 1425.013, 1436.575, 0.2401015, 0.2453673, 0.2928681, 0.02228348, 0.02950974, 0.03632292, 4.877116e-05, 5.393971e-05, 5.440127e-05, 3.143082e-05, 3.883339e-05, 4.27355e-05, 0.0001665294, 0.0002199117, 0.0002231635, 0.001176543, 0.001323778, 0.001465774, 0.08145375, 0.09273623, 0.09343975, 0.3242638, 0.3769991, 0.4590837, 3.84e-09, 0.9048773, 1.003809, 5000, 3469.88, -0.6026835, -0.6026835, 3414.502, 3469.88, 3607.133, 0.002820715, 9.98793e-11, 1201.998, 1427.109, 1439.24
130, 1201.998, 1426.121, 1439.235, 1345.879, 1427.595, 1439.229, 0.2396622, 0.2449259, 0.2925471, 0.02224452, 0.02945559, 0.03627646, 4.880577e-05, 5.400225e-05, 5.446551e-05, 3.147045e-05, 3.889313e-05, 4.28138e-05, 0.0001668304, 0.0002205641, 0.0002238393, 0.001180209, 0.001328261, 0.001470449, 0.08152439, 0.09286441, 0.09357138, 0.3246866, 0.3775987, 0.4597217, 3.84e-09, 0.904118, 1.003333, 5000, 3463.609, -0.6180474, -0.6180474, 3408.256, 3463.609, 3601.085, 0.002809011, 5.810337e-11, 1203.318, 1429.691, 1441.896
131, 1203.318, 1428.699, 1441.892, 1348.015, 1430.18, 1441.886, 0.2392242, 0.2444856, 0.2922263, 0.02220567, 0.02940127, 0.03622907, 4.884043e-05, 5.40648e-05, 5.452975e-05, 3.15101e-05, 3.895273e-05, 4.289173e-05, 0.0001671322, 0.0002212178, 0.0002245164, 0.001183904, 0.001332761, 0.001475134, 0.08159512, 0.09299257, 0.09370298, 0.3251163, 0.3782014, 0.46036, 3.84e-09, 0.9033617, 1.002856, 5000, 3457.356, -0.6334739, -0.6334739, 3402.027, 3457.356, 3595.053, 0.002797371, 9.356039e-11, 1204.641, 1432.276, 1444.555
132, 1204.641, 1431.279, 1444.55, 1350.153, 1432.766, 1444.544, 0.2387874, 0.2440466, 0.2919057, 0.02216692, 0.02934679, 0.03618078, 4.887513e-05, 5.412734e-05, 5.459398e-05, 3.154978e-05, 3.901219e-05, 4.29693e-05, 0.0001674346, 0.0002218728, 0.0002251949, 0.001187628, 0.001337279, 0.001479829, 0.08166595, 0.0931207, 0.09383453, 0.3255529, 0.3788072, 0.4609988, 3.84e-09, 0.9026084, 1.002379, 5000, 3451.119, -0.6489627, -0.6489627, 3395.815, 3451.119, 3589.036, 0.002785794, 3.861473e-11, 1205.966, 1434.862, 1447.216
133, 1205.966, 1433.861, 1447.211, 1352.293, 1435.355, 1447.205, 0.2383518, 0.2436087, 0.2915853, 0.02212826, 0.02929217, 0.03613162, 4.890987e-05, 5.418988e-05, 5.465821e-05, 3.158947e-05, 3.90715e-05, 4.304651e-05, 0.0001677378, 0.000222529, 0.0002258747, 0.001191381, 0.001341814, 0.001484535, 0.08173686, 0.09324879, 0.09396604, 0.3259963, 0.3794159, 0.4616381, 3.84e-09, 0.9018579, 1.001901, 5000, 3444.899, -0.6645137, -0.6645137, 3389.621, 3444.899, 3583.034, 0.002774281, 5.551878e-11, 1207.293, 1437.451, 1449.879
134, 1207.293, 1436.446, 1449.875, 1354.435, 1437.946, 1449.868, 0.2379175, 0.243172, 0.291265, 0.02208971, 0.02923742, 0.03608161, 4.894465e-05, 5.425242e-05, 5.472244e-05, 3.162919e-05, 3.913067e-05, 4.312337e-05, 0.0001680417, 0.0002231865, 0.0002265557, 0.001195162, 0.001346366, 0.001489251, 0.08180786, 0.09337684, 0.09409749, 0.3264463, 0.3800276, 0.4622778, 3.84e-09, 0.9011103, 1.001423, 5000, 3438.697, -0.6801267, -0.6801267, 3383.444, 3438.697, 3577.047, 0.002762831, 5.323103e-11, 1208.623, 1440.041, 1452.545
135, 1208.623, 1439.032, 1452.54, 1356.579, 1440.54, 1452.534, 0.2374843, 0.2427366, 0.2909449, 0.02205126, 0.02918254, 0.03603078, 4.897947e-05, 5.431496e-05, 5.478666e-05, 3.166892e-05, 3.918971e-05, 4.319988e-05, 0.0001683462, 0.0002238452, 0.0002272381, 0.001198971, 0.001350936, 0.001493976, 0.08187895, 0.09350484, 0.09422889, 0.3269029, 0.3806422, 0.4629178, 3.84e-09, 0.9003655, 1.000944, 5000, 3432.512, -0.6958016, -0.6958016, 3377.284, 3432.512, 3571.076, 0.002751443, 4.262768e-11, 1209.954, 1442.634, 1455.212
136, 1209.954, 1441.621, 1455.207, 1358.726, 1443.135, 1455.201, 0.2370525, 0.2423024, 0.290625, 0.02201291, 0.02912756, 0.03597916, 4.901433e-05, 5.437748e-05, 5.485086e-05, 3.170868e-05, 3.924862e-05, 4.327604e-05, 0.0001686515, 0.0002245051, 0.0002279217, 0.001202809, 0.001355522, 0.001498712, 0.08195012, 0.0936328, 0.09436024, 0.3273658, 0.3812596, 0.4635583, 3.84e-09, 0.8996234, 1.000466, 5000, 3426.345, -0.7115381, -0.7115381, 3371.142, 3426.345, 3565.12, 0.002740119, 7.775616e-11, 1211.288, 1445.229, 1457.882
137, 1211.288, 1444.211, 1457.877, 1360.874, 1445.732, 1457.871, 0.2366218, 0.2418694, 0.2903053, 0.02197466, 0.02907247, 0.03592677, 4.904923e-05, 5.444e-05, 5.49151e-05, 3.174845e-05, 3.930739e-05, 4.335187e-05, 0.0001689574, 0.0002251663, 0.0002286065, 0.001206673, 0.001360124, 0.001503458, 0.08202137, 0.0937607, 0.09449152, 0.3278351, 0.3818796, 0.4641992, 3.84e-09, 0.898884, 0.9999863, 5000, 3420.195, -0.7273362, -0.7273362, 3365.018, 3420.195, 3559.179, 0.002728856, 3.34834e-11, 1212.623, 1447.825, 1460.553
138, 1212.623, 1446.804, 1460.548, 1363.025, 1448.331, 1460.542, 0.2361924, 0.2414376, 0.2899859, 0.02193651, 0.02901729, 0.03587363, 4.908417e-05, 5.450251e-05, 5.497933e-05, 3.178824e-05, 3.936604e-05, 4.342736e-05, 0.000169264, 0.0002258286, 0.0002292926, 0.001210565, 0.001364742, 0.001508213, 0.08209271, 0.09388854, 0.09462273, 0.3283105, 0.3825024, 0.4648404, 3.84e-09, 0.8981472, 0.9995067, 5000, 3414.062, -0.7431956, -0.7431956, 3358.912, 3414.062, 3553.254, 0.002717655, 3.282113e-11, 1213.961, 1450.424, 1463.227
139, 1213.961, 1449.398, 1463.222, 1365.178, 1450.932, 1463.216, 0.2357642, 0.241007, 0.2896666, 0.02189847, 0.02896203, 0.03581977, 4.911914e-05, 5.456501e-05, 5.504355e-05, 3.182805e-05, 3.942456e-05, 4.350253e-05, 0.0001695713, 0.0002264921, 0.00022998, 0.001214484, 0.001369377, 0.001512978, 0.08216412, 0.09401632, 0.09475386, 0.328792, 0.3831277, 0.465482, 3.84e-09, 0.897413, 0.9990267, 5000, 3407.947, -0.7591161, -0.7591161, 3352.823, 3407.947, 3547.344, 0.002706516, 1.544332e-11, 1215.3, 1453.024, 1465.902
140, 1215.3, 1451.995, 1465.897, 1367.332, 1453.535, 1465.891, 0.2353373, 0.2405776, 0.2893476, 0.02186052, 0.0289067, 0.03576521, 4.915415e-05, 5.46275e-05, 5.510776e-05, 3.186787e-05, 3.948296e-05, 4.357737e-05, 0.0001698793, 0.0002271567, 0.0002306685, 0.001218429, 0.001374027, 0.001517753, 0.08223562, 0.09414402, 0.0948849, 0.3292795, 0.3837556, 0.466124, 3.84e-09, 0.8966813, 0.9985463, 5000, 3401.85, -0.7750976, -0.7750976, 3346.751, 3401.85, 3541.45, 0.002695438, 4.062597e-11, 1216.642, 1455.627, 1468.58
141, 1216.642, 1454.593, 1468.575, 1369.489, 1456.14, 1468.568, 0.2349117, 0.2401495, 0.2890288, 0.02182269, 0.02885131, 0.03570999, 4.91892e-05, 5.468997e-05, 5.517194e-05, 3.190771e-05, 3.954123e-05, 4.36519e-05, 0.0001701879, 0.0002278226, 0.0002313582, 0.0012224, 0.001378694, 0.001522537, 0.08230719, 0.09427166, 0.09501585, 0.3297729, 0.384386, 0.4667663, 3.84e-09, 0.8959521, 0.9980656, 5000, 3395.77, -0.7911399, -0.7911399, 3340.698, 3395.77, 3535.572, 0.002684421, 5.799785e-11, 1217.986, 1458.231, 1471.259
142, 1217.986, 1457.193, 1471.254, 1371.647, 1458.746, 1471.247, 0.2344872, 0.2397226, 0.2887102, 0.02178495, 0.02879586, 0.03565411, 4.922428e-05, 5.475242e-05, 5.523611e-05, 3.194757e-05, 3.959939e-05, 4.372611e-05, 0.0001704972, 0.0002284895, 0.0002320491, 0.001226398, 0.001383375, 0.001527331, 0.08237884, 0.09439921, 0.0951467, 0.3302721, 0.3850189, 0.467409, 3.84e-09, 0.8952254, 0.9975845, 5000, 3389.707, -0.8072428, -0.8072428, 3334.662, 3389.707, 3529.709, 0.002673465, 4.144507e-11, 1219.331, 1460.836, 1473.94
143, 1219.331, 1459.795, 1473.935, 1373.808, 1461.354, 1473.928, 0.2340641, 0.239297, 0.2883919, 0.02174732, 0.02874037, 0.03559761, 4.925939e-05, 5.481486e-05, 5.530026e-05, 3.198744e-05, 3.965743e-05, 4.380002e-05, 0.0001708071, 0.0002291576, 0.0002327412, 0.00123042, 0.001388071, 0.001532134, 0.08245056, 0.09452668, 0.09527745, 0.3307769, 0.3856541, 0.468052, 3.84e-09, 0.894501, 0.997103, 5000, 3383.663, -0.8234062, -0.8234062, 3328.644, 3383.663, 3523.862, 0.002662569, 8.330908e-11, 1220.679, 1463.444, 1476.623
144, 1220.679, 1462.398, 1476.617, 1375.97, 1463.964, 1476.611, 0.2336422, 0.2388726, 0.2880738, 0.02170979, 0.02868484, 0.03554051, 4.929454e-05, 5.487728e-05, 5.536438e-05, 3.202732e-05, 3.971535e-05, 4.387362e-05, 0.0001711177, 0.0002298268, 0.0002334345, 0.001234468, 0.001392783, 0.001536946, 0.08252236, 0.09465406, 0.0954081, 0.3312873, 0.3862916, 0.4686953, 3.84e-09, 0.8937789, 0.9966212, 5000, 3377.636, -0.8396298, -0.8396298, 3322.644, 3377.636, 3518.031, 0.002651733, 7.792182e-11, 1222.028, 1466.053, 1479.307
145, 1222.028, 1465.003, 1479.302, 1378.134, 1466.576, 1479.295, 0.2332215, 0.2384494, 0.287756, 0.02167237, 0.02862928, 0.03548282, 4.932972e-05, 5.493968e-05, 5.542848e-05, 3.206721e-05, 3.977316e-05, 4.394693e-05, 0.000171429, 0.0002304971, 0.0002341289, 0.001238541, 0.001397509, 0.001541768, 0.08259423, 0.09478134, 0.09553863, 0.3318032, 0.3869314, 0.469339, 3.84e-09, 0.8930591, 0.9961391, 5000, 3371.626, -0.8559136, -0.8559136, 3316.662, 3371.626, 3512.215, 0.002640956, 5.988735e-11, 1223.379, 1468.663, 1481.993
146, 1223.379, 1467.61, 1481.988, 1380.299, 1469.189, 1481.981, 0.2328021, 0.2380274, 0.2874385, 0.02163505, 0.0285737, 0.03542458, 4.936494e-05, 5.500206e-05, 5.549255e-05, 3.210712e-05, 3.983087e-05, 4.401994e-05, 0.0001717409, 0.0002311685, 0.0002348244, 0.001242638, 0.00140225, 0.001546599, 0.08266617, 0.09490853, 0.09566905, 0.3323245, 0.3875735, 0.4699829, 3.84e-09, 0.8923416, 0.9956567, 5000, 3365.635, -0.8722572, -0.8722572, 3310.698, 3365.635, 3506.415, 0.002630239, 7.719564e-11, 1224.732, 1471.276, 1484.681
147, 1224.732, 1470.218, 1484.675, 1382.467, 1471.804, 1484.669, 0.232384, 0.2376067, 0.2871212, 0.02159784, 0.02851811, 0.03536581, 4.940018e-05, 5.506441e-05, 5.55566e-05, 3.214704e-05, 3.988846e-05, 4.409266e-05, 0.0001720534, 0.000231841, 0.000235521, 0.00124676, 0.001407006, 0.001551438, 0.08273817, 0.09503561, 0.09579934, 0.3328511, 0.3882177, 0.4706271, 3.84e-09, 0.8916262, 0.9951739, 5000, 3359.661, -0.8886606, -0.8886606, 3304.751, 3359.661, 3500.631, 0.002619582, 2.873446e-11, 1226.087, 1473.889, 1487.37
148, 1226.087, 1472.828, 1487.364, 1384.636, 1474.42, 1487.358, 0.2319671, 0.2371873, 0.2868042, 0.02156073, 0.02846251, 0.03530651, 4.943546e-05, 5.512674e-05, 5.562062e-05, 3.218697e-05, 3.994594e-05, 4.41651e-05, 0.0001723666, 0.0002325145, 0.0002362187, 0.001250905, 0.001411775, 0.001556287, 0.08281025, 0.09516259, 0.0959295, 0.3333829, 0.3888641, 0.4712716, 3.84e-09, 0.890913, 0.9946908, 5000, 3353.705, -0.9051236, -0.9051236, 3298.823, 3353.705, 3494.863, 0.002608984, 3.059443e-11, 1227.444, 1476.504, 1490.06
149, 1227.444, 1475.439, 1490.055, 1386.806, 1477.037, 1490.048, 0.2315515, 0.2367691, 0.2864874, 0.02152373, 0.02840692, 0.03524673, 4.947076e-05, 5.518905e-05, 5.568461e-05, 3.222691e-05, 4.000332e-05, 4.423726e-05, 0.0001726804, 0.0002331891, 0.0002369175, 0.001255074, 0.001416559, 0.001561145, 0.08288239, 0.09528945, 0.09605952, 0.3339198, 0.3895125, 0.4719164, 3.84e-09, 0.8902019, 0.9942074, 5000, 3347.766, -0.9216459, -0.9216459, 3292.912, 3347.766, 3489.111, 0.002598444, 8.637694e-11, 1228.802, 1479.121, 1492.752
